topic_id,날짜,카테고리,구분,주제,선정 근거,기사1 제목,기사1 URL,기사1 출처,기사1 도메인,기사2 제목,기사2 URL,기사2 출처,기사2 도메인,기사3 제목,기사3 URL,기사3 출처,기사3 도메인,작성 여부,발행 여부,작성일,발행일,발행 URL,메모
14c5dc4e8268ab2a,2026-09-07,스포츠,일반,"하남, 코펜하겐·함부르크서 '잘사는 도시' 해법 찾았다",네이버뉴스 등 3개 기사,"하남, 코펜하겐·함부르크서 '잘사는 도시' 해법 찾았다",https://www.hankyung.com/article/202609079641h,네이버뉴스,hankyung.com,"[위클리오늘] 하남시, 코펜하겐·함부르크·프랑크푸르트서 도시 경쟁력...",http://www.weeklytoday.com/news/articleView.html?idxno=793410,네이버뉴스,weeklytoday.com,"하남시, 유럽 선진도시 벤치마킹···'살기 좋고 잘사는 도시' 전략 모...",https://www.kmaeil.com/news/articleView.html?idxno=650843,네이버뉴스,kmaeil.com,미작성,미발행,,,,
5cc5f3d2842f621a,2026-09-07,스포츠,일반,"女 축구 , 아시안게임 목표는 메달 색깔 바꾸기",네이버뉴스 등 3개 기사,"女 축구 , 아시안게임 목표는 메달 색깔 바꾸기",https://sports.khan.co.kr/article/202609071843003?pt=nv,네이버뉴스,sports.khan.co.kr,"여자 축구 , 아시안게임 앞두고 최종 담금질⋯“메달 색깔 바꾸겠다”",https://www.etoday.co.kr/news/view/2622786,네이버뉴스,etoday.co.kr,"여자 축구 대표팀, AG 대비 최종 소집훈련…""메달 색깔 바꾸겠다""",https://www.yna.co.kr/view/AKR20260907148100007?input=1195m,네이버뉴스,yna.co.kr,미작성,미발행,,,,
b6a2e60d860b1514,2026-09-07,스포츠,일반,42 vs 40! MLB 홈런왕 전쟁 불 붙었다→슈와버 42호포 vs PCA 40호포,네이버뉴스 등 3개 기사,42 vs 40! MLB 홈런왕 전쟁 불 붙었다→슈와버 42호포 vs PCA 40호포,https://www.mydaily.co.kr/page/view/2026090710383808889,네이버뉴스,mydaily.co.kr,"MLB 컵스 크로암스트롱, 시즌 40호 홈런 달성",https://www.joongangenews.com/news/articleView.html?idxno=546204,네이버뉴스,joongangenews.com,"김도영, 40홈런 못 쳤지만… 4안타로 팀 3연승 견인",https://www.bntnews.co.kr/article/view/bnt202609070266,네이버뉴스,bntnews.co.kr,미작성,미발행,,,,
f9f00e60733a18f0,2026-09-07,스포츠,일반,"""걸스데이 발언, 특정인 향한 것 아냐"" 심판위 해명에...선수협 ""깊은 유...",네이버뉴스 등 3개 기사,"""걸스데이 발언, 특정인 향한 것 아냐"" 심판위 해명에...선수협 ""깊은 유...",https://www.newspim.com/news/view/20260907001165,네이버뉴스,newspim.com,"“지소연 아닌 선수 전체 향한 발언”… 선수협, 심판위원장 대행 해명...",https://www.sportsworldi.com/newsView/20260907516449,네이버뉴스,sportsworldi.com,“걸스데이? 지소연 아닌 선수 전체 향한 것” 심판위 해명 논란,https://www.joongang.co.kr/article/25459805,네이버뉴스,joongang.co.kr,미작성,미발행,,,,
eae842612b43a612,2026-09-07,방송연예,일반,"충주맨 김선태 '즉흥여행' 영상에 누리꾼 ""타이밍 보소""",네이버뉴스 등 3개 기사,"충주맨 김선태 '즉흥여행' 영상에 누리꾼 ""타이밍 보소""",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=5217548,네이버뉴스,mbn.mk.co.kr,"'충주맨' 김선태, 절묘한 즉흥여행…'나혼산' 논란 겨냥했나",https://www.newsis.com/view/NISX20260907_0003779210,연예,newsis.com,"도경수(D.O.), 새 타이틀곡 ‘Guitarist(기타리스트)’ 감각적인 영상미",https://sports.khan.co.kr/article/202609071452003?pt=nv,네이버뉴스,sports.khan.co.kr,미작성,미발행,,,,
0d7149b588560af8,2026-09-07,방송연예,일반,"숫자는 거들 뿐…빠니보틀→민아→레이디제인, '10세 이상' 나이 차 공개...",네이버뉴스 등 3개 기사,"숫자는 거들 뿐…빠니보틀→민아→레이디제인, '10세 이상' 나이 차 공개...",https://mhnse.com/news/articleView.html?idxno=1529984,네이버뉴스,mhnse.com,"빠니보틀, 여자친구 나이 정정 ""13살 아닌 10살 차이""",https://www.hankookilbo.com/news/article/A2026090716490005968?did=NA,네이버뉴스,hankookilbo.com,"빠니보틀, ♥여친과 '13살 차이' 나이었다 …""10살 차이, 나이 말한 적 ...",https://www.xportsnews.com/article/2193097,네이버뉴스,xportsnews.com,미작성,미발행,,,,
7eab72b640ebf30b,2026-09-07,방송연예,일반,"사카구치 켄타로, 비연예인 여성과 결혼…사생활 논란 1년 만",네이버뉴스 등 3개 기사,"사카구치 켄타로, 비연예인 여성과 결혼…사생활 논란 1년 만",https://news.jtbc.co.kr/article/NB12317147?influxDiv=NAVER,네이버뉴스,news.jtbc.co.kr,"사카구치 켄타로, 품절남 됐다…""교제 중이던 비연예인 여성과 결혼""",https://news.sbs.co.kr/news/endPage.do?news_id=N1008741150&plink=RSSLINK&cooper=RSSREADER,방송/연예 - SBS 뉴스 섹션,news.sbs.co.kr,"'양다리 의혹→결혼' 사카구치 켄타로, 이준기와 호흡... '키드냅 게임'...",https://www.insight.co.kr/news/572272,네이버뉴스,insight.co.kr,미작성,미발행,,,,
0e7617c2ad24e2af,2026-09-07,방송연예,일반,"‘하이킥’ 막내→이중계약 위약금… ‘결혼 발표’ 백진희, 다사다난 ...",네이버뉴스 등 3개 기사,"‘하이킥’ 막내→이중계약 위약금… ‘결혼 발표’ 백진희, 다사다난 ...",https://www.sportsseoul.com/news/read/1633432?ref=naver,네이버뉴스,sportsseoul.com,"[센터엔터] 배우 백진희, 내년 1월 일반인 남성과 결혼 外",https://www.yonhapnewstv.co.kr/news/MYH2026090713023615k,연합뉴스TV :: 대한민국 뉴스의 시작. 채널 23 » 문화·연예,yonhapnewstv.co.kr,"백진희, 내년 1월 23일 결혼…한국-캐나다 장거리 연애 결실",https://news.sbs.co.kr/news/endPage.do?news_id=N1008740566&plink=RSSLINK&cooper=RSSREADER,방송/연예 - SBS 뉴스 섹션,news.sbs.co.kr,미작성,미발행,,,,
8533850073b9a6ec,2026-09-07,방송연예,일반,"""우리 결혼할까, 헤어질까""…서강준·안은진의 현실 공감 멜로",연예 등 3개 기사,"""우리 결혼할까, 헤어질까""…서강준·안은진의 현실 공감 멜로",https://www.newsis.com/view/NISX20260907_0003779400,연예,newsis.com,"'대상 배우' 서강준, '너다연'으로 멜로 기강 잡는다 [SQ현장]",http://www.sportsq.co.kr/news/articleView.html?idxno=498123,네이버뉴스,sportsq.co.kr,"""볼 맛 나는"" 서강준·안은진, 10년 '짬바' 연애기 '너 말고 다른 연애'...",http://www.tvdaily.co.kr/read.php3?aid=17887623741801160002,네이버뉴스,tvdaily.co.kr,미작성,미발행,,,,
d7c33c44a556de74,2026-09-07,리빙,일반,"“ 전기 아끼면 환급”⋯ 삼성·LG, ‘AI 홈’ 활용 스마트 가전 캐시백 경...",네이버뉴스 등 3개 기사,"“ 전기 아끼면 환급”⋯ 삼성·LG, ‘AI 홈’ 활용 스마트 가전 캐시백 경...",https://www.viva100.com/article/20260902500752,네이버뉴스,viva100.com,"주말 낮에 세탁기 돌리고 전기요금 아끼세요…삼성, '스마트 가전 캐시백...",https://view.asiae.co.kr/article/2026090108345246834,네이버뉴스,view.asiae.co.kr,"삼성전자, 'AI 에너지 절약 ' 본격화...스마트 가전 으로 전기요금 아끼고...",https://www.aitimes.kr/news/articleView.html?idxno=41687,네이버뉴스,aitimes.kr,미작성,미발행,,,,
0e28527bf4b2dc96,2026-09-07,고생물,일반,2천년대 보성서 찾은 공룡 뼈... '국내 유일' 가치 인정받기까지,네이버뉴스 등 3개 기사,2천년대 보성서 찾은 공룡 뼈... '국내 유일' 가치 인정받기까지,https://www.polinews.co.kr/news/articleView.html?idxno=742413,네이버뉴스,polinews.co.kr,"보성서 찾은 한반도 최초 조각류 공룡 골격, 천연기념물 됐다",https://www.newsis.com/view/NISX20260907_0003779031,네이버뉴스,newsis.com,"'코리아' 학명 인정된 공룡 화석 ... 보성 골격 화석 , 마침내 천연기념물...",https://www.insight.co.kr/news/571980,네이버뉴스,insight.co.kr,미작성,미발행,,,,
22dbd843a24d5a16,2026-09-07,경제 · 한국 주식,일반,에버굿 ‘프리미엄 과일 수출 확대 논의’ 美 코스트코 본사 바이어 방한,매일경제 : 기업/경영 등 3개 기사,에버굿 ‘프리미엄 과일 수출 확대 논의’ 美 코스트코 본사 바이어 방한,https://www.mk.co.kr/news/business/12146145,매일경제 : 기업/경영,mk.co.kr,[ 증시 프리즘] 개인 매도폭탄 뚫고 코스피 4.6% 급등…7000선 턱밑,https://www.moneystorm.kr/news/articleView.html?idxno=6287,네이버뉴스,moneystorm.kr,[ 오늘 의 신문] 수출 7094억달러·K바이오 기술수출 21조…호르무즈 파병...,http://kor.theasian.asia/archives/414811,네이버뉴스,kor.theasian.asia,미작성,미발행,,,,
47f96ed1e4210214,2026-09-07,경제 · 한국 주식,일반,"써니웨이브텍 ‘오로라 MSC’, 독일 SMM 2026서 글로벌 시장 공략",매일경제 : 기업/경영 등 3개 기사,"써니웨이브텍 ‘오로라 MSC’, 독일 SMM 2026서 글로벌 시장 공략",https://www.mk.co.kr/news/business/12146069,매일경제 : 기업/경영,mk.co.kr,"골드만삭스 "" 코스피 1만2000 간다""… 메모리 실적 사이클 시장 예상보다...",https://biz.newdaily.co.kr/site/data/html/2026/09/07/2026090700284.html,네이버뉴스,biz.newdaily.co.kr,"골드만 "" 코스피 1만2000 간다…시장, AI 메모리 호황 과소평가""",https://www.news1.kr/world/northeast-asia/6281885,네이버뉴스,news1.kr,미작성,미발행,,,,
98678fe3f923e864,2026-09-07,경제 · 한국 주식,일반,"“1876만 달러 수출상담 성과”…서부발전, 인니·말레이 발전시장 진출 지원",매일경제 : 기업/경영 등 3개 기사,"“1876만 달러 수출상담 성과”…서부발전, 인니·말레이 발전시장 진출 지원",https://www.mk.co.kr/news/business/12145930,매일경제 : 기업/경영,mk.co.kr,"JB금융, 인니 전기차금융 진출…부코핀파이낸스 최종 인수",https://www.hankyung.com/article/2026090794641,한국경제 | 뉴스 | 경제,hankyung.com,"美 CPI 앞두고 亞 AI주 반등·유가 97달러…韓 경제, 수출 호재와 비용 ...",https://sateconomy.co.kr/news/view/1065590771977683,네이버뉴스,sateconomy.co.kr,미작성,미발행,,,,
380f5eec61b1f97a,2026-09-07,경제 · 한국 주식,일반,"'IPO 대어' 무신사, 코스피 상장예비심사 신청",한국경제 | 뉴스 | 증권 등 3개 기사,"'IPO 대어' 무신사, 코스피 상장예비심사 신청",https://www.hankyung.com/article/2026090796526,한국경제 | 뉴스 | 증권,hankyung.com,"[MM] ‘IPO 대어’ 무신사, 코스피 상장 예심 청구…몸값 8조원 안팎 관측",https://biz.chosun.com/moneymove/minvestment/2026/09/07/VLHMHZROHNCBZHFNX5QU5XUYCM/,Chosunbiz,biz.chosun.com,"[공시] 9월 8일, 코스닥 상장사 67개 종목 자사주 매수 신청",https://www.newstnt.com/news/articleView.html?idxno=717099,네이버뉴스,newstnt.com,미작성,미발행,,,,
32732c1aae47fe7b,2026-09-07,경제 · 한국 주식,일반,"""상장 임박·고수익"" 속지 마세요…비상장 주식 투자 주의",네이버뉴스 등 3개 기사,"""상장 임박·고수익"" 속지 마세요…비상장 주식 투자 주의",https://www.junggi.co.kr/news/articleView.html?idxno=37687,네이버뉴스,junggi.co.kr,"""'상장 임박' 믿지 마세요""…금감원, 비상장 주식 투자 주의 당부",http://www.newsfc.co.kr/news/articleView.html?idxno=80959,네이버뉴스,newsfc.co.kr,‘나스닥 상장 임박’ 이라고?…금감원 “비상장 주식 투자 주의해야”,https://www.mk.co.kr/article/12146379,네이버뉴스,mk.co.kr,미작성,미발행,,,,
b8bc060090d3c552,2026-09-07,경제 · 한국 정책 이슈,일반,"전북도, 2차 공공기관 이전 총력 '기관 유치·법 개정' 투트랙",네이버뉴스 등 3개 기사,"전북도, 2차 공공기관 이전 총력 '기관 유치·법 개정' 투트랙",http://www.domin.co.kr/news/articleView.html?idxno=1567949,네이버뉴스,domin.co.kr,"전북도, 2차 공공기관 이전 앞두고 금융 기관 유치·법 개정 '투트랙'",https://news.tf.co.kr/read/national/2362957.htm,네이버뉴스,news.tf.co.kr,"전북도, 금융 공공기관 유치 총력…'소재지 법률 개정' 투트랙 전략",https://www.news1.kr/local/jeonbuk/6282414,네이버뉴스,news1.kr,미작성,미발행,,,,
2ad12fa90b5d21bf,2026-09-07,경제 · 한국 정책 이슈,일반,이형일 부총리 후보자 “이번주에 ‘추석 민생안정대책’ 보완해 발표”,매일경제 : 경제 등 3개 기사,이형일 부총리 후보자 “이번주에 ‘추석 민생안정대책’ 보완해 발표”,https://www.mk.co.kr/news/economy/12145973,매일경제 : 경제,mk.co.kr,"구윤철 ""세제 개편·추석 민생대책 등 후속 조치 빈틈없이 챙겨야""",https://biz.sbs.co.kr/article_hub/20000333232?division=NAVER,네이버뉴스,biz.sbs.co.kr,"구윤철 부총리 "" 정책 발표 에 그치지 않도록 후속 조치 챙겨야""",https://www.ebn.co.kr/news/articleView.html?idxno=1723307,네이버뉴스,ebn.co.kr,미작성,미발행,,,,
b3840346c8c57ac3,2026-09-07,경제 · 한국 정책 이슈,일반,“수출 그대로인데 실적 확 깎인다고?”…환율 급락이 만든 삼전 ‘5조원 충격’,매일경제 : 경제 등 3개 기사,“수출 그대로인데 실적 확 깎인다고?”…환율 급락이 만든 삼전 ‘5조원 충격’,https://www.mk.co.kr/news/economy/12146298,매일경제 : 경제,mk.co.kr,"1330원대 터치한 환율, 수출기업은 실적 ‘비상’",https://www.chosun.com/economy/stock-finance/2026/09/07/GO5ARRQOCBE6JOK5E47KFMYH2A/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,네이버뉴스,chosun.com,"""삼전닉스 실적 더 간다""…AI 투자 폭증에 메모리 공급 '빡빡'",https://www.hankyung.com/article/2026090793647,한국경제 | 뉴스 | 경제,hankyung.com,미작성,미발행,,,,
1996cc90baf4832e,2026-09-07,경제 · 한국 정책 이슈,일반,“강남 말고 광명”… 서울 갈아타기 수요에 집값 28.4%↑,네이버뉴스 등 3개 기사,“강남 말고 광명”… 서울 갈아타기 수요에 집값 28.4%↑,https://www.kyeongin.com/article/1770394,네이버뉴스,kyeongin.com,집값 안 꺾이면 2030년 서울 22개구 종부세…비강남권도 사정권,https://www.thepublic.kr/news/articleView.html?idxno=317869,네이버뉴스,thepublic.kr,서울 아파트 거래 10건 중 9건 '비강남'…강남 3구 비중 연중 최저,https://www.sisajournal.com/news/articleView.html?idxno=386351,네이버뉴스,sisajournal.com,미작성,미발행,,,,
ef308a174e32ef0b,2026-09-07,경제 · 한국 정책 이슈,일반,8·3대책 여파 강남3구 수억원씩 뚝뚝… 8월 신고가 100건대,네이버뉴스 등 3개 기사,8·3대책 여파 강남3구 수억원씩 뚝뚝… 8월 신고가 100건대,https://www.fnnews.com/news/202609071832175250,네이버뉴스,fnnews.com,"""8월 서울 아파트 매매거래, 10건 중 9건 강남3구 이외 지역""",https://www.yna.co.kr/view/AKR20260907067500003?input=1195m,네이버뉴스,yna.co.kr,“압구정 10억 빠져도 안 팔린다” 강남서 ‘10년 넘은 집’ 매도 34% 급...,https://biz.heraldcorp.com/article/10864629?ref=naver,네이버뉴스,biz.heraldcorp.com,미작성,미발행,,,,
368b04549b33139b,2026-09-07,경제 · 재테크,일반,시장 뒤흔든 '채권금리 발작'…증시 영향 및 투자 전략은,한국경제 | 뉴스 | 증권 등 3개 기사,시장 뒤흔든 '채권금리 발작'…증시 영향 및 투자 전략은,https://www.hankyung.com/article/202609066692i,한국경제 | 뉴스 | 증권,hankyung.com,"[현장] 민주당 K-자본시장특위 '장기 투자 시장' 토론회, '베어허그' 법안...",https://www.businesspost.co.kr/BP?command=article_view&num=446445,네이버뉴스,businesspost.co.kr,"[ 투자 노하우] 퀀트, 수학적·통계적 분석 활용해 투자 전략 수립",https://biz.sbs.co.kr/article_hub/20000332617?division=NAVER,네이버뉴스,biz.sbs.co.kr,미작성,미발행,,,,
b45ffeb0bd2e60b4,2026-09-07,경제 · 재테크,일반,"“토스증권 첫 연임 CEO 나온다”…김규빈 2기, 1000만 고객 수익화가 승...",네이버뉴스 등 3개 기사,"“토스증권 첫 연임 CEO 나온다”…김규빈 2기, 1000만 고객 수익화가 승...",https://www.ddaily.co.kr/page/view/2026090711060168622,네이버뉴스,ddaily.co.kr,김규빈 2기 앞둔 토스증권…1000만 고객 다음 숙제는 '전산 신뢰',https://www.newsway.co.kr/news/view?ud=2026090413024295951,네이버뉴스,newsway.co.kr,100년 평균 수익률 10%… 변동성 장세 속 미국 지수로 살아남기,https://www.mt.co.kr/stock/2026/09/05/2026090510142829570,네이버뉴스,mt.co.kr,미작성,미발행,,,,
93586aa93b23e3ba,2026-09-07,경제 · 재테크,일반,"iM증권, 절세 계좌 및 퇴직 연금 ETF 거래 이벤트",네이버뉴스 등 3개 기사,"iM증권, 절세 계좌 및 퇴직 연금 ETF 거래 이벤트",https://biz.heraldcorp.com/article/10864672?ref=naver,네이버뉴스,biz.heraldcorp.com,"KB증권, 퇴직 연금 계좌 국채 투자 서비스 도입",http://www.updownnews.co.kr/news/articleView.html?idxno=318642,네이버뉴스,updownnews.co.kr,"현대차증권, 연말 절세 수요 공략…ISA·IRP 이벤트",https://www.thepublic.kr/news/articleView.html?idxno=317635,네이버뉴스,thepublic.kr,미작성,미발행,,,,
bd91a4107b7d6187,2026-09-07,경제 · 재테크,일반,[오늘의 증권] 키움증권·하나증권·KB증권·한국투자증권·신한투자증...,네이버뉴스 등 3개 기사,[오늘의 증권] 키움증권·하나증권·KB증권·한국투자증권·신한투자증...,http://www.financialreview.co.kr/news/articleView.html?idxno=44653,네이버뉴스,financialreview.co.kr,[증권가로수] 하나증권/신한증권/LS증권/DB증권/다올 투자 증권/KB증권·운...,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202609070907337620852,네이버뉴스,dnews.co.kr,[더밸류 브리핑] 오늘의 증권사 소식...NH 투자 증권·현대차증권·BNK 투자 ...,http://www.thevaluenews.co.kr/news/view.php?idx=201340,네이버뉴스,thevaluenews.co.kr,미작성,미발행,,,,
b13f2aab4bf888ab,2026-09-07,경제 · 재테크,일반,"R&D에 年 10만원, 기술인력은 줄퇴사",한국경제 | 뉴스 | 경제 등 3개 기사,"R&D에 年 10만원, 기술인력은 줄퇴사",https://www.hankyung.com/article/2026090794931,한국경제 | 뉴스 | 경제,hankyung.com,"SK증권, 최대 100만원 혜택 'IRP/ 연금 저축 이벤트' 10월까지",https://www.financialpost.co.kr/news/articleView.html?idxno=273868,네이버뉴스,financialpost.co.kr,"“지난달은 500만원, 이번달은 100만원”…프리랜서 돈 관리법",https://www.nongmin.com/article/20260831500532,네이버뉴스,nongmin.com,미작성,미발행,,,,
d6a44c3dbde781d4,2026-09-07,경제 · 부동산,일반,청약 통장 외면에 주택도시기금도 줄어든다,네이버뉴스 등 3개 기사,청약 통장 외면에 주택도시기금도 줄어든다,https://www.busan.com/view/busan/view.php?code=2026090718152567866,네이버뉴스,busan.com,"장종태 의원, 주택도시보증공사 청약 통장 해지 원인 별도 조사·분석 4년...",https://www.newstnt.com/news/articleView.html?idxno=716960,네이버뉴스,newstnt.com,""" 청약 통장 떠나는 국민...4년째 경고음에도 '탈 청약 ' 분석 없어""",https://weekly.hankooki.com/news/articleView.html?idxno=7182909,네이버뉴스,weekly.hankooki.com,미작성,미발행,,,,
7b39893cce96d289,2026-09-07,경제 · 부동산,일반,"청약 땐 ‘서민’ 검증, 분양 땐 ‘부자’에게만 판다?…‘뉴홈 선택형...",네이버뉴스 등 3개 기사,"청약 땐 ‘서민’ 검증, 분양 땐 ‘부자’에게만 판다?…‘뉴홈 선택형...",https://slownews.kr/166051,네이버뉴스,slownews.kr,"""6년 살고 분양 받으라더니""…선택형 공공임대, 자금 부담 논란",https://www.newspim.com/news/view/20260907000622,네이버뉴스,newspim.com,"정희용, '뉴홈 피해 방지법' 발의… 분양 계약자 피해 정부 지원 근거 마...",http://www.sisafocus.co.kr/news/articleView.html?idxno=364637,네이버뉴스,sisafocus.co.kr,미작성,미발행,,,,
f250e89db5b1699c,2026-09-07,경제 · 부동산,일반,"정희용 의원, 공공주택 피해 구제 법안 추진…""정부가 금융지원 나서야...",네이버뉴스 등 3개 기사,"정희용 의원, 공공주택 피해 구제 법안 추진…""정부가 금융지원 나서야...",https://www.dkilbo.com/news/articleView.html?idxno=553537,네이버뉴스,dkilbo.com,"정희용 의원,'뉴홈 피해 방지법'발의",https://www.hidomin.com/news/articleView.html?idxno=720078,네이버뉴스,hidomin.com,"정희용, '뉴홈 방지법' 발의…""조건 변경에 피해 보면 정부지원""",https://www.yna.co.kr/view/AKR20260907075800001?input=1195m,네이버뉴스,yna.co.kr,미작성,미발행,,,,
0306ff5f9057d83c,2026-09-07,경제 · 부동산,일반,대출· 세금 압박에… 2주택자 비중 44개월 만에 '최저',네이버뉴스 등 3개 기사,대출· 세금 압박에… 2주택자 비중 44개월 만에 '최저',https://www.pinpointnews.co.kr/news/articleView.html?idxno=484707,네이버뉴스,pinpointnews.co.kr,"“다주택자 다 죽게 생겼다” 2주택자 비중, 44개월 만에 최저 [ 부동산 3...",https://biz.heraldcorp.com/article/10863796?ref=naver,네이버뉴스,biz.heraldcorp.com,대출·세제 규제에 서울 아파트 거래 '뚝'…강남3구 비중 최저,https://www.newspim.com/news/view/20260907000266,네이버뉴스,newspim.com,미작성,미발행,,,,
1140cb69bd3170c9,2026-09-07,경제 · 부동산,일반,9·7대책 1년...'머뭇' 사이 서울 집값 64주 연속 ↑,네이버뉴스 등 3개 기사,9·7대책 1년...'머뭇' 사이 서울 집값 64주 연속 ↑,https://www.ytn.co.kr/_ln/0102_202609071710221922,네이버뉴스,ytn.co.kr,"""서울서 더는 못 살겠다"" 절규…'특단의 대책' 촉구한 오세훈",https://www.hankyung.com/article/2026090787897,네이버뉴스,hankyung.com,"계산기부터 켠다…서울 집값 , 예산 따라 온도차",http://www.segyebiz.com/newsView/20260907501793?OutUrl=naver,네이버뉴스,segyebiz.com,미작성,미발행,,,,
15e655dc64065982,2026-09-07,경제 · 미국 주식,일반,오픈AI 훈풍에 반도체주 급등…코스피 '7천선' 눈앞,네이버뉴스 등 3개 기사,오픈AI 훈풍에 반도체주 급등…코스피 '7천선' 눈앞,https://www.koreareport.co.kr/news/articleView.html?idxno=52689,네이버뉴스,koreareport.co.kr,[코스피·코스닥지수] 오픈AI發 AI 훈풍에 미국 반도체주가 급등…코스...,https://www.lecturernews.com/news/articleView.html?idxno=210180,네이버뉴스,lecturernews.com,반도체 훈풍에 금융시장 '요동'…코스피 7000선 눈앞·환율 1340원대,https://www.youthdaily.co.kr/news/article.html?no=226577,네이버뉴스,youthdaily.co.kr,미작성,미발행,,,,
14e419431abf9426,2026-09-07,경제 · 미국 주식,일반,"엄기준, 11년 만에 日 팬미팅…'절친' 김법래 도쿄까지 게스트 출격",Chosunbiz 등 3개 기사,"엄기준, 11년 만에 日 팬미팅…'절친' 김법래 도쿄까지 게스트 출격",https://biz.chosun.com/entertainment/enter_general/2026/09/07/ME4TCMBQMM4TAOBVGZQTQZRVGM/,Chosunbiz,biz.chosun.com,"원/달러 환율 1년 11개월 만에 최저…""1320원대 추가 하락 가능""",https://www.mt.co.kr/economy/2026/09/07/2026090716062142937,네이버뉴스,mt.co.kr,원·달러 환율 1340원선 붕괴…1년11개월 만에 1330원대,http://www.wikileaks-kr.org/news/articleView.html?idxno=191716,네이버뉴스,wikileaks-kr.org,미작성,미발행,,,,
39d9e96151e1228d,2026-09-07,경제 · 미국 주식,일반,[포토] 급등한 코스피…7000 다시 넘을까,한국경제 | 뉴스 | 증권 등 3개 기사,[포토] 급등한 코스피…7000 다시 넘을까,https://www.hankyung.com/article/2026090795231,한국경제 | 뉴스 | 증권,hankyung.com,'아스트라 효과' 코스피 4.61% 급등…7000선 코앞,https://www.goodkyung.com/news/articleView.html?idxno=291094,네이버뉴스,goodkyung.com,"코스피,4.6% 급등해 6,995선 회복…환율 23개월만에 1,330원대",http://www.seouleconews.com/news/articleView.html?idxno=93591,네이버뉴스,seouleconews.com,미작성,미발행,,,,
1e6c6530404c9c2b,2026-09-07,경제 · 미국 주식,일반,"[더나은미래 경제브리핑] 코스피, 외인·기관 5조 매수에 4%대 급등...전...",네이버뉴스 등 3개 기사,"[더나은미래 경제브리핑] 코스피, 외인·기관 5조 매수에 4%대 급등...전...",https://futurechosun.com/?p=159600,네이버뉴스,futurechosun.com,"코스피, 외국인·기관 순매수에 4.61% 급등···6995선 마감",https://www.smartbizn.com/news/articleView.html?idxno=153237,네이버뉴스,smartbizn.com,개인·외인·기관 모두 팔았다…코스피 7000선 발목,https://www.sedaily.com/article/20087832?ref=naver,네이버뉴스,sedaily.com,미작성,미발행,,,,
d1feb93dd6ee67b2,2026-09-07,경제 · 미국 주식,일반,AI입은 MTS '하나증권 V' 출시,한국경제 | 뉴스 | 증권 등 3개 기사,AI입은 MTS '하나증권 V' 출시,https://www.hankyung.com/article/2026090794421,한국경제 | 뉴스 | 증권,hankyung.com,"하나증권 AI 기반 새 MTS 출시, 강성묵 ""신뢰받는 디지털 투자 환경 구축...",https://www.businesspost.co.kr/BP?command=article_view&num=446556,네이버뉴스,businesspost.co.kr,"[A 증권가 소식] 하나증권, 차세대 MTS 론칭...개인 맞춤형 AI 서비스 탑...",https://www.asiaa.co.kr/news/articleView.html?idxno=261471,네이버뉴스,asiaa.co.kr,미작성,미발행,,,,
313b7b187d29e334,2026-09-07,건강 · 최신 이슈,일반,광주 인플루엔자 검출률 3주 연속 증가…호흡기 감염병 주의보,네이버뉴스 등 3개 기사,광주 인플루엔자 검출률 3주 연속 증가…호흡기 감염병 주의보,https://www.newspim.com/news/view/20260907000864,네이버뉴스,newspim.com,"추석 앞두고 광주 인플루엔자 증가세…""호흡기 감염병 주의""",https://www.news1.kr/local/gwangju-jeonnam/6282408,네이버뉴스,news1.kr,광주 인플루엔자 검출률 3주 연속 상승…추석 연휴 호흡기감염병 주의,https://www.getnews.co.kr/news/articleView.html?idxno=880039,네이버뉴스,getnews.co.kr,미작성,미발행,,,,
3422248a7e4e08e1,2026-09-07,건강 · 최신 이슈,일반,"가을 모기 물리지 않는 법 3가지 / 밝은 옷 vs 어두운 옷, 어떤 게 덜 물...",네이버뉴스 등 3개 기사,"가을 모기 물리지 않는 법 3가지 / 밝은 옷 vs 어두운 옷, 어떤 게 덜 물...",http://topclass.chosun.com/news/articleView.html?idxno=36761,네이버뉴스,topclass.chosun.com,일주일 만에 2배 늘어난 가을 모기…폭염 가고 활동량 늘어,https://news.jtbc.co.kr/article/NB12317046?influxDiv=NAVER,네이버뉴스,news.jtbc.co.kr,"귓가에 ‘윙~’ 폭염 가고 찾아온 가을 모기, 한 주 만에 2배 늘어",https://www.chosun.com/national/welfare-medical/2026/09/06/RI5LNIXACVBE3BZ4L6V2CYAOVI/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,네이버뉴스,chosun.com,미작성,미발행,,,,
